CG14814	1	X	-	1862009	1865835	1862643,1862960,1863705,1864107,	1862703,1863027,1863769,1864170,
deltaCOP	0	X	-	1859141	1861790	1859813,1859982,1860370,1860624,1861098,1861379,1861485,	1859871,1860057,1860427,1860686,1861156,1861446,1861595,
CG14810	1	X	-	1819495	1820341	1820121,1820240,	1820183,1820307,
CG4025	0	X	+	2076966	2078455	2077147,2077339,2077839,	2077218,2077452,2077908,
Cyp4ae1	1	X	+	2179007	2180998	2179262,2179770,2180358,	2179317,2179826,2180420,
pn	0	X	+	2181211	2182916	2181347,	2181416,
fs(1)K10	0	X	+	2242138	2246041	2243604,	2244457,
Or2a	1	X	+	2246231	2247567	2247373,	2247444,
CG3071	0	X	+	2262837	2264825	2262988,	2263057,
CG2854	1	X	+	2327128	2328941	2327608,	2327780,
Ilp6	0	X	-	2331493	2334658	2331847,2332139,	2331926,2333320,
CG2918	1	X	-	2271008	2275068	2273951,2274339,	2274026,2274875,
temp	1	X	-	2260207	2262515	2261415,2261854,	2261466,2261951,
CG3191	1	X	-	2250145	2251993	2250387,2250580,2250949,2251094,2251354,	2250444,2250647,2251013,2251195,2251672,
crn	1	X	-	2247594	2249983	2249769,	2249828,
kz	1	X	-	2237858	2242035	2238173,2238436,2241506,2241759,	2238234,2238499,2241568,2241828,
FarO	1	X	-	2201820	2203866	2202005,2202206,2202843,2203008,2203221,	2202060,2202273,2202899,2203133,2203289,
Nmd3	0	X	-	2182818	2184668	2183549,	2183610,
Cyp4d1	1	X	-	2159145	2162180	2159564,2160248,	2159625,2160383,
bcn92	0	X	-	2148463	2149647	2148843,2149341,	2149221,2149402,
ph-p	1	X	-	2126210	2138371	2127560,2129407,2129917,2131726,	2127624,2129467,2129979,2136017,
ph-d	1	X	-	2115727	2123286	2117617,2119491,2120001,2121624,	2117681,2119551,2120063,2121687,
CG16903	1	X	-	2078343	2080405	2078774,2079644,	2078832,2079715,
egh	0	X	+	2588503	2599111	2589506,2597015,	2595726,2597327,
Zw10	0	X	+	2604197	2606824	2605652,	2605714,
Seipin	0	X	+	2619799	2622140	2620593,2621312,	2620825,2621379,
eIF3g1	1	X	-	2609247	2610336	2610182,	2610246,
Smyd3	1	X	-	2606680	2608876	2607196,2607724,2608103,2608412,	2607262,2607970,2608171,2608471,
Klp3A	1	X	-	2599158	2604052	2599718,2600275,2602622,2602845,2603598,	2599779,2600359,2602694,2602919,2603680,
tko	1	X	-	2442313	2443976	2442732,	2443734,
gt	0	X	-	2427113	2428967	2428725,	2428801,
eIF2Bbeta	1	X	+	2704571	2706217	2704773,2704923,2705449,2705925,	2704837,2704993,2705540,2705994,
CG2681	0	X	+	2708684	2711668	2709686,2710901,	2710320,2710971,
CG2694	1	X	+	2714079	2717654	2714210,2714453,2714606,2715280,2715433,2716705,	2714288,2714511,2714777,2715338,2715514,2716766,
fs(1)Yb	1	X	+	2720468	2724158	2720849,2723125,2723499,	2720909,2723188,2723568,
fs(1)Ya	0	X	+	2724286	2726577	2724385,	2724443,
vilya	0	X	+	2726678	2727568	2727227,	2727292,
dwg	1	X	+	2727698	2730042	2728263,2728934,	2728545,2728997,
CG2712	1	X	+	2732469	2734402	2733170,2733485,	2733231,2733556,
w	1	X	-	2790599	2796466	2791343,2791545,2792064,2792780,2793128,	2791414,2791749,2792126,2792855,2796237,
Syx4	1	X	-	2739089	2744076	2739232,2739545,2741496,2741831,2741991,2742797,	2739297,2741423,2741589,2741898,2742561,2743451,
crm	0	X	-	2734248	2738773	2735104,2735328,2735768,2737413,2737673,2738489,	2735177,2735396,2735837,2737470,2737922,2738668,
CG2701	0	X	-	2717638	2720327	2718750,2719091,2719767,2719987,	2718813,2719165,2719827,2720059,
CG2685	0	X	-	2711756	2713960	2712022,2713270,2713431,2713621,	2712093,2713334,2713496,2713678,
CG2650	1	X	-	2692732	2693886	2693097,2693648,	2693156,2693733,
HLH3B	0	X	-	2680199	2681723	2681236,	2681334,
N	1	X	+	3134870	3172221	3135827,3148065,3156189,3156464,3159233,3169627,3170031,3170559,	3147975,3155927,3156260,3159103,3163479,3169722,3170104,3170635,
CG3939	1	X	+	3175018	3176223	3175658,	3175934,
CG10801	1	X	+	3460592	3462500	3461195,3461947,	3461247,3462048,
CG12206	1	X	-	3465737	3474524	3466207,3466335,3466632,3473371,	3466270,3466399,3471874,3474141,
CG16782	1	X	-	3459016	3460240	3459953,	3460024,
Fcp3C	0	X	-	3173376	3174474	3173595,3174278,	3173668,3174343,
CG3526	1	X	+	2890768	2894232	2893158,	2893221,
CG32793	0	X	+	2929796	2932626	2930050,	2930195,
CG14420	0	X	+	2938856	2940527	2939552,	2939655,
CG14421	0	X	+	2941408	2942329	2941536,	2941609,
CG14422	0	X	+	2943386	2944569	2943536,	2943673,
kirre	1	X	+	2740384	3134532	2741004,2741244,2862816,2968578,2995159,2995488,3066508,3100318,3130312,3130484,3130686,3131847,	2741157,2862764,2968281,2994861,2995211,3066111,3099762,3129253,3130382,3130559,3130743,3131926,
CG14424	0	X	-	2925884	2927258	2926779,	2927109,
CG14418	0	X	-	2882226	2883661	2883467,	2883552,
CG14416	0	X	-	2871884	2872853	2872687,	2872743,
CG10802	1	X	+	3482965	3484555	3483083,3483912,	3483146,3483970,
CG13021	0	X	+	3514316	3515757	3514336,3514459,	3514390,3515252,
Ilp7	0	X	+	3667621	3668845	3668180,3668412,	3668240,3668535,
Rala	1	X	-	3704610	3719635	3706251,3707491,3708918,3709996,3710248,	3707368,3708744,3709836,3710069,3719363,
CG2875	0	X	-	3571456	3573622	3571939,3572532,3573303,	3572003,3572595,3573368,
DIP-alpha	0	X	-	3507245	3571649	3513652,3514172,3514987,3519953,3520133,3522312,3523819,3524031,	3514002,3514868,3519825,3520042,3522212,3523634,3523922,3530315,
HIP-R	1	X	+	3789969	3792477	3790076,3790336,3790538,3791402,	3790130,3790417,3790756,3791477,
Crg-1	0	X	+	3793223	3797339	3793406,3795228,	3794863,3796660,
HIP	1	X	+	3799150	3801570	3799419,3799621,3800485,	3799500,3799839,3800560,
CG2901	1	X	+	3828197	3831546	3828370,3829125,3830071,3830454,	3828459,3829361,3830154,3830679,
VhaAC39-1	1	X	+	3880748	3882967	3881115,3881962,	3881454,3882053,
CG15239	0	X	+	3884168	3890486	3884474,3889542,	3888649,3889691,
CG6428	1	X	-	3965435	3968655	3966521,3967337,3967632,	3966588,3967397,3968030,
GlcAT-I	0	X	+	4131211	4132833	4131494,	4131558,
CG15570	0	X	+	4218170	4223331	4219015,4219404,4219533,4219725,4219936,4220128,4220398,4220603,4220933,4221297,4221495,4222358,4222564,	4219081,4219504,4219591,4219793,4219994,4220189,4220469,4220664,4221022,4221364,4221555,4222430,4222630,
norpA	1	X	+	4322626	4365408	4323155,4332840,4349587,4349712,4353613,4354550,4357276,4357511,4357880,4358440,4358871,4360330,4360551,4360705,	4332796,4349004,4349653,4353467,4354471,4357040,4357345,4357576,4358276,4358505,4359067,4360395,4360616,4361966,
CG3626	0	X	+	4366417	4371136	4368142,4369111,4369387,4369606,4369790,	4368814,4369174,4369453,4369675,4369860,
CG12693	0	X	-	4327080	4329457	4327558,4328112,4328565,	4327622,4328192,4329159,
mRpL33	0	X	-	4321764	4322231	4321867,4322034,	4321931,4322091,
mei-9	0	X	-	4314230	4318801	4314727,4315793,4316686,4316903,4317560,4317794,4318150,	4314817,4315860,4316749,4316964,4317633,4317853,4318710,
Femcoat	0	X	-	4241887	4242826	4242613,	4242721,
Nsun2	1	X	-	4111156	4113734	4111584,4113467,	4111643,4113545,
Xpac	0	X	-	4102955	4104197	4103896,	4103962,
CG3568	1	X	+	4542630	4544497	4542912,4543122,4544176,	4542978,4543176,4544234,
CG3527	0	X	+	4551973	4553006	4552243,	4552308,
pon	0	X	+	4636318	4639112	4636917,	4637112,
mRpL30	0	X	+	4647871	4648646	4648094,	4648175,
Cbp80	1	X	+	4650015	4658259	4650372,4651770,4651935,4657071,4657265,4657524,	4650432,4651832,4656583,4657141,4657336,4657593,
fzr	1	X	-	4667290	4679537	4668820,4669137,4674619,4676572,	4668904,4674367,4676254,4679265,
CG3009	0	X	-	4658158	4666700	4660187,4660432,	4660258,4666431,
CG15473	0	X	-	4651955	4654497	4653925,4654232,	4654003,4654407,
CG3062	0	X	-	4641269	4644868	4641652,4642142,4642330,	4641833,4642194,4644758,
CG12684	1	X	-	4570991	4571929	4571567,	4571620,
Pdha	1	X	+	4702284	4705265	4702300,4702591,4702892,4704119,4704517,	4702435,4702824,4703555,4704195,4704588,
CG7024	1	X	+	4705309	4707504	4705686,	4706005,
Proc-R	1	X	+	4707916	4729487	4707973,4709010,4723567,4725194,4726352,4726714,4727101,4727562,	4708824,4723178,4725022,4726236,4726427,4726875,4727359,4727623,
CG6927	1	X	+	4906900	4908821	4907405,	4907460,
CG6903	0	X	+	4918730	4921648	4919340,4919593,4920020,4920269,4920991,	4919454,4919899,4920095,4920330,4921046,
CG2861	0	X	-	4797231	4804862	4797570,4797872,4798512,4799881,4800647,4803352,4803618,4803820,	4797633,4797967,4798571,4799940,4800959,4803427,4803690,4804698,
ovo	1	X	+	5048273	5070929	5049542,5067247,5068798,	5064453,5068136,5068895,
snf	0	X	+	5309242	5310501	5309706,	5310132,
CG4198	0	X	+	5313258	5315190	5314145,	5314212,
Cdk7	1	X	-	5307465	5308983	5308757,	5308829,
CG3323	0	X	-	5302988	5305691	5305254,	5305331,
CG5062	0	X	-	5180182	5182369	5181519,	5181584,
Mcm3	1	X	+	5323855	5326738	5325355,5325652,	5325419,5325727,
XRCC1	0	X	+	5329876	5332435	5330152,5331470,5331619,5332010,	5330214,5331531,5331682,5332069,
Usp16-45	1	X	+	5421533	5427219	5421667,5423017,5423750,5424962,	5422580,5423119,5423815,5425143,
CG16756	1	X	+	5427517	5428217	5427690,5427955,	5427806,5428021,
l(1)G0045	1	X	+	5622648	5625493	5624407,	5624475,
Mlc-c	1	X	-	5619136	5622539	5620286,5622279,	5622252,5622417,
RhoGAP5A	1	X	-	5616572	5618806	5617056,5617226,5617786,5618480,	5617121,5617309,5617858,5618566,
spoon	0	X	-	5412386	5420867	5415041,5415455,5415918,5417374,	5415322,5415528,5416190,5420194,
NAAT1	1	X	-	5405238	5410849	5405690,5405851,5406081,5406248,5407067,5407692,5407927,	5405757,5405905,5406149,5406326,5407320,5407747,5410486,
CG3309	0	X	-	5326675	5329347	5328109,	5328169,
RpL35	1	X	+	5672401	5673547	5672522,5673134,	5672998,5673217,
Gr5a	1	X	+	5680617	5682488	5680835,5681161,5681417,5681753,5681970,5682281,	5680901,5681223,5681485,5681816,5682029,5682351,
cv	1	X	+	5690002	5693084	5690157,5690988,5692104,5692309,	5690318,5691892,5692165,5692377,
CG15773	1	X	+	5732740	5734614	5733714,	5733914,
CG12239	0	X	+	5792140	5794543	5794142,	5794204,
Cpr5C	1	X	+	5804677	5805344	5804742,	5804806,
Prosbeta2R1	1	X	+	5808954	5810158	5809094,5809331,	5809152,5809403,
CG16721	0	X	+	5879869	5883391	5880108,5881321,5881870,5882235,5882463,	5880834,5881386,5881935,5882297,5882527,
CG12236	0	X	+	5908135	5913079	5908761,5909537,5909849,5910061,	5908871,5909613,5909912,5910433,
Shmt	0	X	-	5913067	5916797	5914403,5914780,5916479,	5914581,5916263,5916551,
Usp30	1	X	-	5877000	5879787	5877547,5877805,5879322,	5877606,5878046,5879377,
GAA1	0	X	-	5870841	5873357	5871270,5873018,	5871340,5873079,
CG3108	1	X	-	5777195	5781620	5777629,5778226,5778432,5779260,	5777701,5778291,5779072,5779335,
CG3097	1	X	-	5765855	5770780	5766868,5767227,5767723,	5767074,5767289,5770401,
Snx27	1	X	-	5719374	5738031	5721696,5722140,5723043,5723196,5723362,	5721962,5722208,5723114,5723260,5737099,
CG3149	0	X	-	5692945	5695205	5693291,5694618,5694906,	5693361,5694692,5695006,
PGAP1	0	X	-	5685253	5689473	5686080,5686236,5686938,5687192,5687386,5687870,5688169,5688404,5689197,	5686141,5686305,5686999,5687261,5687448,5687925,5688222,5688466,5689261,
Rab18	1	X	-	5670827	5671812	5671016,5671513,	5671081,5671603,
Sirt4	1	X	-	5664628	5665940	5665486,	5665688,
CG6041	1	X	+	5948160	5950208	5948312,5949285,5949630,	5949090,5949351,5949729,
CG32755	1	X	+	5950251	5951711	5950644,5950989,	5950704,5951045,
CG6048	1	X	+	5952565	5954046	5952664,5952957,	5952732,5953215,
CG6067	0	X	+	5955629	5958283	5955874,5957281,	5957053,5957351,
Grip	1	X	+	5966279	5986699	5966737,5978961,5982311,5982593,5983059,5983296,5985422,5985686,5986230,	5978842,5982099,5982400,5982749,5983133,5984204,5985484,5985752,5986298,
CG5966	0	X	+	5988791	5992640	5989357,5991385,	5990490,5991485,
MCTS1	0	X	+	6037892	6039576	6037979,6038193,6038565,	6038041,6038263,6038876,
Efr	1	X	+	6219957	6222719	6220417,	6221380,
Btnd	1	X	-	6217268	6219327	6219081,	6219235,
vanin-like	1	X	-	6200188	6202559	6200589,6201382,6202406,	6200653,6201764,6202471,
CG32750	1	X	-	6194737	6196439	6195653,	6195712,
Mipp2	1	X	-	6082709	6091471	6083790,6084054,6084608,6090842,	6083854,6084223,6090409,6091117,
CG4660	1	X	-	6078708	6081372	6079484,6079825,6080588,	6079611,6080337,6081342,
mab-21	1	X	-	6008183	6013181	6009157,	6012075,
CG4766	1	X	-	5997508	6000797	5998822,5999500,	5998947,5999994,
fs(1)M3	0	X	-	5958207	5964247	5961436,5961751,5962288,5962737,5963281,5963473,	5961489,5961809,5962351,5962789,5963338,5963547,
Spx	1	X	+	6255822	6257596	6255944,6256102,	6256019,6256161,
Spt6	0	X	+	6267797	6274984	6267945,6268191,6268972,6269244,6269465,	6268107,6268767,6269125,6269314,6269531,
CG3815	1	X	+	6295389	6298970	6295553,6295900,6296648,6298231,	6295710,6295964,6296709,6298303,
CG3823	1	X	+	6303975	6306745	6304223,6304876,6305765,6306293,	6304717,6305684,6305866,6306383,
kdn	1	X	+	6350629	6361323	6352481,6359879,	6358902,6359992,
CG3918	0	X	+	6524464	6526342	6524794,	6524866,
Spat	1	X	+	6528948	6530726	6529265,6530429,	6529567,6530498,
dx	0	X	+	6533999	6538575	6534901,6536804,6537009,	6535521,6536867,6537078,
RpL7A	1	X	-	6530897	6533348	6531431,6532205,6532421,6532545,6533161,	6531835,6532298,6532490,6533124,6533230,
CG3342	0	X	-	6526106	6527888	6527676,	6527751,
swa	0	X	-	6363418	6365708	6364216,6365144,	6364305,6365326,
CG12219	1	X	-	6299054	6301285	6299524,6299797,6300968,	6299608,6299863,6301035,
CG15892	0	X	-	6293106	6294343	6293744,	6293810,
schlank	0	X	-	6257668	6267228	6258506,6258794,6259234,6259533,6259724,	6258650,6258897,6259312,6259604,6266407,
CG17717	0	X	+	6589290	6590646	6589832,6590248,	6590033,6590314,
APC7	1	X	+	6597088	6599699	6597195,6597773,6598604,6598955,	6597266,6597934,6598675,6599026,
Cdc7	1	X	+	6654541	6659709	6654896,6655480,6655772,	6655060,6655550,6657607,
Fum1	1	X	+	6678424	6681845	6678616,6679957,6680498,6681372,	6679826,6680298,6680568,6681437,
Fum2	1	X	+	6681767	6683696	6681913,6682134,6682422,6683310,	6681970,6682219,6682506,6683371,
CG14441	0	X	+	6699508	6719389	6700353,6709896,6713336,6713495,6713678,6714690,6715923,	6709379,6712279,6713397,6713562,6713743,6715864,6715989,
sov	1	X	+	6756322	6770712	6756700,6760210,6760346,6767122,6768338,6769053,	6759988,6760277,6760414,6767184,6768407,6769128,
Coq7	0	X	+	6771225	6773039	6771373,6772723,	6772227,6772787,
iav	1	X	+	6813978	6818156	6814256,6815432,6815914,6816132,6816406,6816815,6817669,6817945,	6814515,6815490,6815981,6816190,6816465,6816872,6817725,6818006,
xit	1	X	+	6821016	6822840	6821160,6822130,6822304,	6821216,6822194,6822372,
mAChR-C	1	X	-	6831397	6832684	6832112,	6832183,
Nf-YC	1	X	-	6818178	6820919	6819093,6820524,	6819156,6820683,
CG14442	1	X	-	6689296	6695007	6691354,	6692403,
ND-ASHI	0	X	-	6677262	6679118	6677575,6677881,6678197,	6677652,6678000,6678540,
CG3198	1	X	-	6668539	6673973	6672179,6672335,6673563,	6672262,6672620,6673637,
CG3224	1	X	-	6660552	6661462	6661293,	6661354,
CG3226	0	X	-	6653113	6654248	6653730,6654080,	6653908,6654146,
CG4557	0	X	+	6844341	6847847	6845174,6846752,6847105,6847397,	6845243,6846829,6847170,6847457,
CG4586	1	X	+	6969918	6972265	6970976,	6971085,
CG32736	0	X	+	7011357	7012137	7011408,7011756,	7011494,7011818,
CG4607	1	X	+	7069413	7072689	7070223,7070933,	7070430,7071402,
CG8300	0	X	+	7104885	7106345	7105392,	7105794,
CG4615	1	X	-	7098578	7102300	7099655,7099946,7100199,7100532,	7099727,7100009,7100274,7102076,
Inx7	0	X	-	6991612	6993612	6992102,6992882,	6992173,6993180,
Setd3	1	X	-	6958032	6968750	6958935,6959246,	6958989,6967724,
Cht11	0	X	-	6847877	6849517	6848486,	6848552,
Dok	1	X	+	7324214	7328806	7324672,7325853,	7325536,7326097,
CG18155	1	X	+	7329046	7331255	7329237,7329507,	7329318,7329591,
CG1999	0	X	+	7358796	7360058	7358955,	7359128,
CheA7a	1	X	+	7378140	7378953	7378394,	7378488,
CG32727	0	X	+	7407208	7407854	7407501,	7407561,
CG11368	0	X	+	7452209	7452643	7452299,	7452374,
CG32726	0	X	-	7425220	7425743	7425612,	7425679,
Atg5	0	X	-	7314622	7323770	7315250,7322472,7322782,7323263,7323445,	7322367,7322557,7323158,7323346,7323520,
ct	0	X	+	7608428	7678859	7609538,7646979,7660890,7661138,7663554,7671308,	7645780,7660406,7660960,7662646,7670891,7671404,
Hira	0	X	+	7722119	7725917	7722259,7724266,7724775,7725047,	7722360,7724411,7724843,7725116,
CG12155	0	X	+	7728755	7731729	7729374,	7729662,
Rab39	1	X	+	7734923	7736756	7735335,	7735764,
NELF-B	0	X	-	7725996	7728361	7726712,7728073,	7726775,7728152,
CG15478	0	X	-	7712783	7717932	7714491,	7717791,
CG12689	0	X	-	7585303	7586131	7586010,	7586071,
CG32719	0	X	-	7508651	7547992	7508793,7511658,7511928,7512211,7512546,7512902,7547289,	7508880,7511719,7511993,7512285,7512640,7547178,7547936,
Ir7g	1	X	+	7884660	7886976	7884985,7885926,7886172,	7885422,7885984,7886311,
bys	0	X	+	7901880	7903643	7902120,7902302,7903159,7903335,	7902185,7902367,7903216,7903398,
spidey	1	X	+	7908931	7911885	7909537,7909924,7910784,7911193,	7909878,7910709,7910853,7911252,
Ykt6	1	X	+	7920409	7921966	7920800,	7920890,
RpS14b	1	X	+	7934898	7935792	7934932,7935439,	7935175,7935499,
sn	0	X	+	7964024	7986601	7970371,7982651,7984408,7985039,7985356,	7982371,7983988,7984470,7985108,7985434,
mys	1	X	+	8061645	8070237	8061725,8064459,8064761,8065532,8067496,8068783,	8063840,8064533,8065448,8067062,8067560,8068870,
CG1571	1	X	+	8075877	8078240	8077680,	8077744,
UbcE2H	1	X	-	8087544	8094064	8090147,	8093775,
Ldsdh1	1	X	-	8078350	8081605	8078898,8079352,8079922,	8079170,8079427,8081430,
Upf2	0	X	-	8070244	8075466	8072064,8072420,	8072129,8072502,
CG2233	0	X	-	8035741	8037517	8036159,8036634,8036802,8037212,	8036220,8036726,8036900,8037262,
sws	0	X	-	7956820	7968236	7957798,7958210,7958482,7960112,7961363,7961714,7962224,7963141,7964142,7964949,	7957866,7958271,7959996,7961177,7961439,7961806,7962570,7963208,7964218,7967440,
CG15332	1	X	-	7953852	7955990	7955634,	7955771,
l(1)G0193	1	X	-	7941478	7946908	7941998,7942444,7943227,7946219,	7942058,7942509,7945896,7946407,
