LOC101737902	1	BHWX01000009.1	-	8026212	8031558	8026614,8027364,8027616,8027867,8028389,8030877,8031406,	8026696,8027464,8027759,8028166,8030718,8031325,8031478,
LOC119629846	0	BHWX01000018.1	-	5615817	5617560	5617318,	5617403,
GeneID_692430	1	BHWX01000022.1	+	13854818	13862769	13854975,13855474,13856240,13857350,13858372,13859126,13859620,13860352,	13855246,13856068,13857222,13858202,13858986,13859405,13860189,13861961,
LOC101741024	0	BHWX01000004.1	+	13866419	13902995	13867839,13868596,13900964,	13868412,13900709,13901610,
LOC119629570	0	BHWX01000002.1	-	5323557	5325319	5324553,	5324766,
LOC119630535	1	BHWX01000003.1	+	12263876	12265998	12264717,12264947,12265254,12265383,	12264815,12265072,12265326,12265543,
GeneID_100379511	1	BHWX01000009.1	-	15074628	15076304	15075825,	15076188,
GeneID_100135425	1	BHWX01000006.1	-	5954563	6099535	5958057,5988885,	5987740,6098621,
LOC101745536	1	BHWX01000006.1	-	8093925	8100632	8095868,8096594,8097083,8098089,	8096383,8096856,8097830,8100448,
LOC101738547	0	BHWX01000003.1	-	10793532	10795814	10793843,10794441,10794991,	10794358,10794839,10795641,
GeneID_732946	0	BHWX01000022.1	+	13101832	13104902	13102178,13102972,13103403,	13102822,13103246,13104293,
GeneID_692547	0	BHWX01000002.1	+	6366583	6407060	6366772,6370844,6371927,6373095,6374036,6374906,6375586,6395996,6402384,6403102,6404125,	6370763,6371779,6372937,6373983,6374768,6375423,6395841,6402280,6402897,6404013,6404927,
LOC692858	1	BHWX01000022.1	-	15235102	15254995	15235926,15237954,15239813,15240581,15251294,15252314,15253374,15254029,	15237280,15239594,15240421,15251174,15252153,15253301,15253949,15254776,
LOC105842039	1	BHWX01000016.1	-	4358815	4364217	4359078,4360339,4362293,4363401,	4360202,4362047,4363245,4364103,
LOC101742902	0	BHWX01000004.1	-	11861392	11865557	11862320,11862659,11862981,11863844,11864916,11865179,	11862390,11862813,11863702,11864800,11864994,11865399,
LOC101743280	0	BHWX01000022.1	-	6608686	6611313	6608894,6609414,6609907,6611009,	6609193,6609482,6610932,6611089,
LOC101739039	0	BHWX01000012.1	-	5781526	5858008	5787164,5787459,5788286,5832450,	5787271,5788098,5832354,5857241,
LOC101737556	0	BHWX01000017.1	-	9234832	9248657	9238356,9239843,9245074,9245883,9247623,9248185,	9239738,9244784,9245269,9247470,9248043,9248268,
LOC101735967	1	BHWX01000023.1	-	7536682	7539271	7538674,	7538754,
LOC101736222	1	BHWX01000025.1	-	1968137	1984978	1968591,1969623,1971794,1974752,1978432,1984346,	1969397,1971564,1974577,1978317,1983902,1984775,
LOC693096	0	BHWX01000001.1	+	15405685	15418279	15406171,15406640,15406786,15407037,15407232,15411719,15412210,15413823,15415949,15416950,	15406434,15406720,15406867,15407134,15411557,15412021,15413710,15415827,15416856,15417620,
LOC101737400	0	BHWX01000013.1	+	6624005	6658634	6624647,6635608,6638747,6650800,6653408,6654456,6655311,6656177,	6635395,6638013,6650674,6653283,6654148,6655197,6656105,6656260,
LOC101746052	0	BHWX01000016.1	+	9489038	9494807	9489285,9489571,9490244,9491279,9492592,	9489386,9490062,9491073,9491842,9492821,
LOC101746231	0	BHWX01000020.1	+	5607540	5615262	5607958,5608608,5609106,5611176,5611749,	5608472,5608970,5611011,5611723,5613450,
LOC101738767	0	BHWX01000005.1	+	5854964	5988624	5855407,5936149,5976306,5979778,5985103,	5935978,5976118,5979549,5984282,5985214,
LOC101746560	0	BHWX01000021.1	-	3435332	3438874	3436959,	3438360,
LOC101742988	0	BHWX01000021.1	-	9609115	9669286	9610869,9611320,9612287,9613788,9615017,9615827,9617408,9618070,9618696,9620800,9621913,9623586,9624296,9625014,9626117,9627108,9627698,9628743,9629564,9630413,9631016,9631936,9632652,9633143,9634104,9635333,9635850,9636467,9637437,9638495,9639256,9640313,9640951,9642187,9642779,9643068,9643530,9644460,9644831,9645658,9646159,9646448,9646954,9647369,9648401,9648993,9650057,9651258,9651950,9653053,9654373,9655650,9656843,9657682,9658178,9658819,9659749,9660211,9660741,9662522,9663469,9666809,	9611218,9612182,9613571,9614943,9615758,9617176,9618010,9618613,9620692,9621732,9623401,9624194,9624852,9625975,9626987,9627507,9628499,9629464,9630241,9630784,9631697,9632441,9633023,9633861,9635084,9635735,9636330,9637262,9638274,9639077,9640178,9640829,9642110,9642716,9642917,9643381,9644197,9644547,9645351,9646053,9646303,9646803,9647154,9648197,9648846,9649865,9651144,9651766,9652943,9654189,9655464,9656772,9657604,9658018,9658692,9659561,9660091,9660612,9662449,9663316,9666609,9668990,
GeneID_100529216	1	BHWX01000015.1	-	945584	958728	947151,948357,949374,949829,950757,951657,952516,953307,954808,955822,956934,	948173,949049,949738,950537,951545,952375,953203,954691,955701,956743,958075,
LOC110385405	0	BHWX01000017.1	-	14281439	14286303	14282859,14283929,14285166,	14283753,14285085,14286140,
LOC101736706	1	BHWX01000021.1	-	891352	911466	895958,896150,896971,902496,902714,902982,903997,904706,911061,	896035,896827,902368,902583,902805,903879,904521,910791,911129,
GeneID_100379494	1	BHWX01000002.1	-	5841135	5842003	5841853,	5841953,
LOC119629475	1	BHWX01000014.1	+	10587242	10588935	10587652,	10587744,
LOC101736799	0	BHWX01000008.1	+	1702265	1707248	1702578,1703563,1704684,1705429,	1703407,1704530,1705276,1706505,
LOC105842738	1	BHWX01000024.1	-	10174502	10182118	10177176,10177704,10179242,10179884,10180440,	10177591,10179030,10179804,10180313,10182055,
GeneID_732917	1	BHWX01000020.1	+	6836948	6839620	6837041,6837843,	6837683,6839015,
LOC101745078	1	BHWX01000026.1	+	11280476	11360313	11280666,11323575,11341212,11343437,11347325,11348364,11349373,11349978,11351377,11352014,11352948,11353335,11353741,11354098,11354611,11355640,11355866,11356697,	11322937,11341099,11343320,11347199,11348246,11349108,11349811,11351213,11351889,11352831,11353244,11353418,11353945,11354452,11355420,11355713,11356481,11357186,
LOC101735472	1	BHWX01000018.1	-	8370732	8379609	8370901,8377214,8378632,8379285,	8377021,8378534,8379018,8379358,
LOC119630633	0	BHWX01000026.1	-	316809	319448	318449,	319277,
LOC101746583	1	BHWX01000005.1	-	9939697	9952952	9940080,9941854,9942663,9943536,9944826,9946414,9947008,9948514,9949049,9949611,9949774,	9941663,9942479,9943427,9944573,9946220,9946836,9948354,9948818,9949130,9949689,9952681,
LOC101735346	1	BHWX01000011.1	-	12563258	12565706	12563565,12564512,	12564304,12565506,
LOC692966	1	BHWX01000005.1	+	16089759	16111685	16089955,16090364,16098213,16107763,16109168,	16090306,16098054,16107558,16109102,16111359,
LOC101735806	1	BHWX01000005.1	-	12400007	12402053	12400399,12401000,12401239,12401569,	12400634,12401091,12401349,12401653,
LOC119630845	0	BHWX01000055.1	-	49185	53718	50138,	53571,
LOC100316860	0	BHWX01000002.1	-	8310903	8314615	8311090,8312077,8312760,8313012,8313261,8313716,	8311942,8312600,8312845,8313120,8313548,8314356,
LOC101744592	1	BHWX01000005.1	-	14049601	14063179	14051315,14052569,14053837,14055085,14055300,14056235,14058001,14059286,14059544,14059794,14061557,14062659,	14052473,14053746,14054849,14055161,14056064,14057815,14059060,14059366,14059704,14061502,14062268,14063021,
LOC119630809	1	BHWX01000034.1	+	110695	130740	111355,113355,114484,115313,116611,118533,125724,126640,127675,129577,	113244,114401,115214,116499,118406,125589,126507,127543,129345,130585,
LOC101743128	1	BHWX01000004.1	-	8358202	8359387	8358720,	8358810,
LOC119628847	0	BHWX01000008.1	-	11293589	11295871	11294704,	11295344,
LOC101738605	0	BHWX01000018.1	+	14099386	14140035	14099533,14109623,14133846,	14108384,14132066,14136658,
LOC101741151	1	BHWX01000026.1	-	10935157	10937184	10935615,10936700,	10936448,10936976,
LOC101743116	1	BHWX01000002.1	-	2207086	2208189	2207612,	2208049,
LOC101736971	1	BHWX01000012.1	-	11345408	11347230	11345854,	11346839,
LOC101741021	1	BHWX01000005.1	-	9331784	9436159	9333506,9334744,9336127,9336854,9337383,9337978,9338469,9350546,	9334634,9336032,9336561,9337255,9337820,9338262,9350443,9435691,
LOC101743668	1	BHWX01000027.1	+	7504841	7513888	7505201,7508445,	7508310,7512381,
LOC119629843	1	BHWX01000018.1	+	1418430	1424272	1418527,1419892,1421700,1422474,	1419661,1421466,1422301,1424051,
LOC105842100	1	BHWX01000012.1	-	6357043	6366753	6357189,6357448,6358744,6359709,6359986,6360213,6361643,6361840,6362239,6365929,	6357374,6358587,6359545,6359805,6360111,6361456,6361724,6361972,6365825,6366610,
LOC101741992	0	BHWX01000028.1	+	3243280	3281996	3243386,3243807,3244988,3245814,3246483,3247228,3248137,3249139,3250294,3250873,3251867,3252552,3253811,3255134,3255341,3256070,3256806,3279220,	3243761,3244907,3245788,3246348,3247080,3247997,3248885,3250196,3250755,3251687,3252352,3253732,3255046,3255292,3255983,3256687,3279081,3281798,
LOC101739561	1	BHWX01000017.1	+	10225536	10232666	10226006,10226959,10227400,10228513,10229133,10229849,	10226724,10227235,10228403,10228994,10229211,10230175,
LOC101738636	0	BHWX01000019.1	-	4519643	4531609	4520333,4523565,4524459,4525208,4527539,4528107,	4522381,4524339,4525029,4527340,4527944,4530839,
LOC101744291	1	BHWX01000012.1	-	10736785	10741256	10738616,	10739295,
LOC105842281	1	BHWX01000023.1	+	15835284	15838584	15835494,	15838425,
LOC105842878	1	BHWX01000022.1	+	5102382	5113185	5102542,5103635,5103890,5104800,5106311,5106570,5107639,5109214,5110043,5111082,5111292,	5103496,5103726,5104613,5106116,5106382,5107492,5109058,5109870,5110884,5111187,5112468,
LOC101745224	1	BHWX01000010.1	-	9440500	9452997	9440688,9442319,9443042,9443821,9444853,9445479,9447733,9449182,9449598,	9442239,9442825,9443757,9444664,9444940,9447497,9449112,9449547,9452210,
LOC101742507	1	BHWX01000004.1	-	5110808	5116527	5112979,5113731,5115240,	5113532,5114937,5116329,
LOC101741291	0	BHWX01000010.1	+	8753063	8759438	8753197,8756730,8757777,8758554,	8756512,8757619,8758341,8759034,
LOC101742480	1	BHWX01000020.1	+	2350983	2353702	2351506,2352785,	2352662,2353027,
LOC101741920	0	BHWX01000015.1	-	2078893	2162780	2081051,2083008,2084937,2085745,2086670,2087225,2088542,2089478,2090149,2090344,2090746,2091601,2091985,2092125,2093387,2093722,2093959,2096257,2096495,2097435,2097956,2098843,2099658,2102124,2105840,2106259,2107006,2107974,2133430,2133936,2136426,	2082915,2084835,2085592,2086531,2087088,2088417,2089406,2090050,2090226,2090587,2091463,2091879,2092055,2092203,2093567,2093801,2096152,2096342,2097225,2097843,2098625,2099500,2101948,2105588,2106074,2106826,2107745,2133243,2133872,2134028,2162501,
LOC692927	1	BHWX01000023.1	+	630544	663206	630691,631136,660360,	630962,660118,662148,
GeneID_100379420	1	BHWX01000034.1	-	11208	27186	11645,14589,15980,	14495,15872,26988,
LOC101735705	0	BHWX01000006.1	-	3745142	3758715	3747982,	3758462,
LOC101741690	1	BHWX01000017.1	-	10655889	10661539	10656594,10658358,10659409,10660176,	10658136,10659216,10660039,10660998,
LOC101743158	1	BHWX01000015.1	-	12969124	13117022	12974132,12974966,12979456,12981577,12993865,12996820,12999978,13020117,	12974801,12979330,12981333,12993697,12996609,12999632,13019974,13116687,
LOC101740419	0	BHWX01000016.1	+	1044087	1055988	1044317,1048308,1051587,1052222,1053448,1054240,	1048208,1051426,1052060,1053284,1054010,1055097,
LOC101743080	1	BHWX01000013.1	-	4343523	4363196	4344394,4345075,4346569,4347203,4348459,4349258,4350225,4351185,4352709,4353285,4354855,4356437,4357937,4358365,4359199,4359683,4360904,	4344989,4346437,4347124,4348312,4348851,4350048,4351061,4352573,4353126,4354702,4356251,4357695,4358186,4358605,4359467,4360745,4362853,
LOC101742752	1	BHWX01000011.1	-	7979314	7982239	7980010,7981614,	7981317,7981977,
LOC101739171	1	BHWX01000022.1	+	10791213	10799680	10791400,10792768,10793954,10794822,10795303,10796690,10797048,10797308,10798245,	10792614,10793807,10794625,10795110,10796522,10796919,10797152,10798080,10799365,
LOC101744919	0	BHWX01000017.1	-	2491156	2507052	2492473,2493191,2494716,2495345,2495890,2496459,2502122,2502589,	2493043,2494518,2495138,2495745,2496299,2501921,2502476,2506867,
GeneID_101736834	1	BHWX01000024.1	+	633583	644881	633687,636842,638488,	636635,638152,644338,
LOC692786	1	BHWX01000003.1	+	4011217	4013552	4011551,	4012314,
LOC101743019	0	BHWX01000022.1	+	2345571	2347012	2345914,	2346000,
LOC101741315	0	BHWX01000006.1	+	6653962	6656772	6654163,6654598,6655585,6655915,6656123,6656314,	6654479,6655376,6655759,6655988,6656194,6656632,
LOC101744123	1	BHWX01000022.1	+	13834113	13838038	13834488,	13836592,
LOC101738350	1	BHWX01000004.1	-	4116646	4179055	4116925,4118152,4118874,4119455,4120199,4120420,4120739,4122178,4122610,4122956,4123546,4124009,4126257,4145160,	4118053,4118684,4119213,4119534,4120271,4120587,4121106,4122536,4122837,4123067,4123953,4126147,4145060,4178840,
LOC101746116	0	BHWX01000005.1	+	12747174	12751136	12747355,12747589,12747981,12748416,	12747436,12747833,12748292,12748696,
LOC100329145	1	BHWX01000009.1	+	13875404	13878899	13875566,	13877065,
LOC101744520	1	BHWX01000012.1	-	6859741	6869667	6860329,6860981,6861304,6862953,6863548,6864162,6866324,6868920,	6860859,6861060,6862893,6863366,6864031,6866123,6868799,6869347,
LOC105841625	0	BHWX01000026.1	+	11042390	11046459	11043433,	11045819,
LOC101745869	1	BHWX01000013.1	-	9786784	9820854	9788889,9790881,9791702,9792652,9793456,9794996,9797069,9798386,9799094,9799652,9799921,9800159,9800673,9801902,9802394,9803265,9803613,9804512,9805415,9806422,9806845,9807268,	9790713,9791558,9792483,9793334,9794845,9796978,9798230,9798870,9799410,9799741,9800035,9800527,9801614,9802255,9803087,9803496,9804344,9805276,9806263,9806733,9806927,9820377,
LOC101746655	1	BHWX01000003.1	-	518289	530704	518385,518632,519085,519387,521725,522579,523779,524867,525339,526303,527158,527434,528058,528548,528847,	518493,518809,519205,521593,522414,523669,524748,525280,526229,526931,527351,527924,528389,528794,530403,
LOC101737028	0	BHWX01000005.1	+	9526335	9546612	9527062,9527416,9528211,9529116,9529874,9530102,9533165,9533435,9534331,9534821,9536696,9544931,	9527327,9527986,9529007,9529767,9529953,9533035,9533248,9534091,9534611,9536556,9544802,9546488,
GeneID_692411	1	BHWX01000022.1	+	9046402	9054076	9046429,9048026,9050625,	9047800,9050505,9053739,
GeneID_100101170	0	BHWX01000015.1	-	13689322	13690842	13689491,13690263,	13690040,13690737,
LOC101743029	0	BHWX01000011.1	-	20234625	20265623	20234725,20235959,20237671,20239496,20240331,20241263,20241755,20245776,20246438,20247204,20249431,20250005,20250525,20251195,20256733,20257090,20257352,20262881,20263618,20264542,	20235699,20237614,20239352,20240128,20241093,20241625,20245608,20246232,20247040,20249219,20249847,20250406,20251064,20256505,20256912,20257229,20262656,20263414,20264372,20264905,
LOC105842960	1	BHWX01000024.1	-	7902008	7907278	7902985,7905333,7905797,	7905203,7905677,7907126,
LOC733135	1	BHWX01000012.1	+	17505476	17519106	17505658,17505839,17506346,17508103,17509826,17515081,17515436,17515695,17516000,17516314,17518131,17518449,	17505732,17506165,17507957,17508194,17514850,17515155,17515505,17515782,17516086,17517925,17518210,17518743,
LOC101747003	0	BHWX01000009.1	+	12442635	12449000	12442885,12443417,12444400,12445026,12446080,12447271,	12443213,12444327,12444931,12445970,12447149,12447374,
LOC101742282	1	BHWX01000019.1	-	6895154	6899262	6895910,6898692,	6898500,6898958,
LOC101743701	0	BHWX01000003.1	+	5541674	5546442	5542042,5542397,5543569,5545082,	5542183,5543384,5544895,5546223,
LOC101738763	0	BHWX01000011.1	+	11956131	11960824	11956331,11956504,11957655,11958444,11960245,	11956419,11957499,11958253,11960035,11960677,
LOC101746818	0	BHWX01000008.1	+	7399817	7410113	7399840,7400902,7402879,	7400723,7402782,7409776,
LOC105842814	1	BHWX01000007.1	+	11793370	11795561	11794422,	11794548,
LOC692464	1	BHWX01000015.1	+	3882023	3981387	3882341,3892352,3927381,3970049,3974368,3975625,3977316,	3892281,3927185,3969906,3974297,3975488,3977236,3980043,
LOC101743797	0	BHWX01000009.1	+	11680193	11683369	11680431,11680596,11681232,11681721,	11680526,11681038,11681536,11682497,
LOC101739799	1	BHWX01000017.1	-	10252796	10260254	10254771,10255614,10257144,10257769,10259472,	10255482,10256924,10257561,10257847,10260024,
LOC105841932	1	BHWX01000023.1	-	3841394	3844184	3843730,	3843975,
LOC105841531	0	BHWX01000021.1	+	1376672	1415456	1376992,1408875,	1408787,1412060,
LOC101737096	1	BHWX01000008.1	+	14358543	14366623	14358817,14359246,14361407,14362290,14364030,14364868,14365273,	14358988,14361241,14362054,14363807,14364736,14365145,14366458,
LOC101739036	1	BHWX01000004.1	-	3264952	3271633	3265159,3267412,3268315,3270119,3270574,3271038,	3267285,3268214,3269948,3270467,3270897,3271244,
LOC732986	0	BHWX01000013.1	+	1025015	1026880	1025346,1026239,1026591,	1026114,1026400,1026668,
LOC692885	0	BHWX01000004.1	+	11234760	11236453	11235403,	11235976,
LOC101746114	1	BHWX01000012.1	-	7638016	7650739	7638349,7639289,7639587,7639843,7640577,7640961,7642955,7643144,7643611,7644270,7644882,7645568,7646437,7647233,7648214,	7639060,7639372,7639658,7640454,7640832,7642841,7643034,7643486,7644147,7644610,7645451,7646275,7647053,7648126,7650402,
LOC101744924	1	BHWX01000014.1	-	1036639	1042486	1037510,1038049,1038985,1040085,1040685,	1037861,1038863,1039980,1040476,1042341,
LOC101741085	1	BHWX01000011.1	-	8938962	8984689	8941781,8946838,8947539,8949991,8950748,8952387,	8946730,8947348,8949722,8950089,8952009,8984482,
LOC110386639	1	BHWX01000024.1	+	13703990	13710857	13704145,	13705851,
